date,brick_low,brick_high,direction,trend
2021-02-22,1796.3529696994367,1860.5037943522145,down,1
2021-02-23,1732.2021450466589,1796.3529696994367,down,2
2021-02-23,1668.051320393881,1732.2021450466589,down,3
2021-02-23,1603.9004957411032,1668.051320393881,down,4
2021-02-25,1539.7496710883254,1603.9004957411032,down,5
2021-02-26,1475.5988464355476,1539.7496710883254,down,6
2021-03-06,1539.7496710883254,1603.9004957411032,up,1
2021-03-07,1603.9004957411032,1668.051320393881,up,2
2021-03-08,1668.051320393881,1732.2021450466589,up,3
2021-03-08,1732.2021450466589,1796.3529696994367,up,4
2021-03-09,1796.3529696994367,1860.5037943522145,up,5
2021-03-13,1860.5037943522145,1924.6546190049924,up,6
2021-03-15,1796.3529696994367,1860.5037943522145,down,1
2021-03-22,1732.2021450466589,1796.3529696994367,down,2
2021-03-24,1668.051320393881,1732.2021450466589,down,3
2021-03-24,1603.9004957411032,1668.051320393881,down,4
2021-03-29,1668.051320393881,1732.2021450466589,up,1
2021-03-29,1732.2021450466589,1796.3529696994367,up,2
2021-03-31,1796.3529696994367,1860.5037943522145,up,3
2021-04-01,1860.5037943522145,1924.6546190049924,up,4
2021-04-02,1924.6546190049924,1988.8054436577702,up,5
2021-04-02,1988.80544365777,2052.956268310548,up,6
2021-04-02,2052.956268310548,2117.1070929633256,up,7
2021-04-07,1988.80544365777,2052.956268310548,down,1
2021-04-10,2052.956268310548,2117.1070929633256,up,7
2021-04-13,2117.1070929633256,2181.2579176161034,up,8
2021-04-13,2181.2579176161034,2245.4087422688813,up,9
2021-04-14,2245.4087422688813,2309.559566921659,up,10
2021-04-14,2309.559566921659,2373.710391574437,up,11
2021-04-15,2373.710391574437,2437.8612162272148,up,12
2021-04-15,2437.8612162272148,2502.0120408799926,up,13
2021-04-17,2373.710391574437,2437.8612162272148,down,1
2021-04-18,2309.559566921659,2373.710391574437,down,2
2021-04-18,2245.4087422688813,2309.559566921659,down,3
2021-04-19,2181.2579176161034,2245.4087422688813,down,4
2021-04-20,2245.4087422688813,2309.559566921659,up,1
2021-04-22,2309.559566921659,2373.710391574437,up,2
2021-04-24,2245.4087422688813,2309.559566921659,down,1
2021-04-26,2309.559566921659,2373.710391574437,up,1
2021-04-26,2373.710391574437,2437.8612162272148,up,2
2021-04-26,2437.8612162272148,2502.0120408799926,up,3
2021-04-27,2502.0120408799926,2566.1628655327704,up,4
2021-04-27,2566.1628655327704,2630.3136901855482,up,5
2021-04-28,2630.3136901855482,2694.464514838326,up,6
2021-04-30,2694.464514838326,2758.615339491104,up,7
2021-05-01,2758.615339491104,2822.7661641438817,up,8
2021-05-01,2822.7661641438817,2886.9169887966596,up,9
2021-05-02,2886.9169887966596,2951.0678134494374,up,10
2021-05-03,2951.0678134494374,3015.218638102215,up,11
2021-05-03,3015.218638102215,3079.369462754993,up,12
2021-05-03,3079.369462754993,3143.520287407771,up,13
