date,price,direction,buyer_participation_ratio,buyer_capital_ratio,buyer_volume_ratio,whale_impact
2025-03-02,87061.8514471019,1,0.5401823909548523,0.5335237854808502,0.0666531389025777,0.006658605474002
2025-03-02,88456.25888574276,1,0.5401823909548523,0.5335237854808502,0.0666531389025777,0.006658605474002
2025-03-02,89850.66632438362,1,0.5401823909548523,0.5335237854808502,0.0666531389025777,0.006658605474002
2025-03-04,88456.25888574276,-1,0.5244093644868302,0.496309526439443,-0.0079065333583868,0.0280998380473871
2025-03-04,87061.8514471019,-1,0.5244093644868302,0.496309526439443,-0.0079065333583868,0.0280998380473871
2025-03-06,88456.25888574276,1,0.5036623150101145,0.5034953955556952,0.0065673592430362,0.0001669194544192
2025-03-06,89850.66632438362,1,0.5036623150101145,0.5034953955556952,0.0065673592430362,0.0001669194544192
2025-03-08,88456.25888574276,-1,0.538727880550076,0.4999125454999959,-0.0004695366658724,0.0388153350500801
2025-03-08,87061.8514471019,-1,0.538727880550076,0.4999125454999959,-0.0004695366658724,0.0388153350500801
2025-03-08,85667.44400846104,-1,0.538727880550076,0.4999125454999959,-0.0004695366658724,0.0388153350500801
2025-03-09,84273.03656982018,-1,0.4928982424441208,0.4629746088139407,-0.0738127424229942,0.02992363363018
2025-03-10,82878.62913117932,-1,0.5005347330552369,0.4815234406169107,-0.0385494889061948,0.0190112924383261
2025-03-10,81484.22169253846,-1,0.5005347330552369,0.4815234406169107,-0.0385494889061948,0.0190112924383261
2025-03-10,80089.8142538976,-1,0.5005347330552369,0.4815234406169107,-0.0385494889061948,0.0190112924383261
2025-03-12,81484.22169253846,1,0.4901525189409044,0.4934018140923024,-0.0136266095939291,0.0032492951513979
2025-03-14,82878.62913117932,1,0.5098154444244234,0.5246990414158227,0.0486715516167601,0.0148835969913992
2025-03-14,84273.03656982018,1,0.5098154444244234,0.5246990414158227,0.0486715516167601,0.0148835969913992
2025-03-18,82878.62913117932,-1,0.5014753527332488,0.4568533118993916,-0.086107499942977,0.0446220408338571
2025-03-18,81484.22169253846,-1,0.5014753527332488,0.4568533118993916,-0.086107499942977,0.0446220408338571
2025-03-19,82878.62913117932,1,0.4940492921273691,0.4908797569084863,-0.0192730547499569,0.0031695352188828
2025-03-20,84273.03656982018,1,0.500262713310449,0.4601214992951782,-0.0798141727572907,0.0401412140152707
2025-03-20,85667.44400846104,1,0.500262713310449,0.4601214992951782,-0.0798141727572907,0.0401412140152707
2025-03-22,84273.03656982018,-1,0.4442700302262282,0.4214732314200102,-0.1571591929549944,0.022796798806218
2025-03-24,85667.44400846104,1,0.4880281330388009,0.477341829452413,-0.0450168218363536,0.0106863035863878
2025-03-24,87061.8514471019,1,0.4880281330388009,0.477341829452413,-0.0450168218363536,0.0106863035863878
2025-03-29,85667.44400846104,-1,0.4958094483165292,0.4805355750310582,-0.0387460237931835,0.0152738732854709
2025-03-29,84273.03656982018,-1,0.4958094483165292,0.4805355750310582,-0.0387460237931835,0.0152738732854709
2025-03-29,82878.62913117932,-1,0.4958094483165292,0.4805355750310582,-0.0387460237931835,0.0152738732854709
2025-03-31,81484.22169253846,-1,0.5008029042785742,0.4822355181869395,-0.0361403156165675,0.0185673860916347
2025-04-01,82878.62913117932,1,0.5076938606233738,0.5075666335054381,0.0149801903572972,0.0001272271179357
2025-04-02,84273.03656982018,1,0.4862731860213051,0.5202195046298427,0.0387639043574092,0.0339463186085375
2025-04-02,85667.44400846104,1,0.4862731860213051,0.5202195046298427,0.0387639043574092,0.0339463186085375
2025-04-03,84273.03656982018,-1,0.5221623097200573,0.5105296061101555,0.0206751689997646,0.0116327036099017
2025-04-04,82878.62913117932,-1,0.4962093792675779,0.4831781264254894,-0.0341226116353985,0.0130312528420885
2025-04-06,81484.22169253846,-1,0.491627058728482,0.4472628554144416,-0.1057529530570629,0.0443642033140403
2025-04-07,80089.8142538976,-1,0.4994867816226533,0.4986963911992701,-0.0030087107901251,0.0007903904233832
2025-04-07,78695.40681525673,-1,0.4994867816226533,0.4986963911992701,-0.0030087107901251,0.0007903904233832
2025-04-07,77300.99937661587,-1,0.4994867816226533,0.4986963911992701,-0.0030087107901251,0.0007903904233832
2025-04-09,78695.40681525673,1,0.5059114468822355,0.5245623302100858,0.0462981946678071,0.0186508833278502
2025-04-10,80089.8142538976,1,0.5058750934144599,0.491201029407812,-0.0181755290552955,0.0146740640066478
2025-04-10,81484.22169253846,1,0.5058750934144599,0.491201029407812,-0.0181755290552955,0.0146740640066478
2025-04-12,82878.62913117932,1,0.5069014983232022,0.5160816707381503,0.0315476462847069,0.009180172414948
2025-04-12,84273.03656982018,1,0.5069014983232022,0.5160816707381503,0.0315476462847069,0.009180172414948
2025-04-14,85667.44400846104,1,0.4985334775630482,0.5305662977522387,0.0605073255792318,0.0320328201891905
2025-04-16,84273.03656982018,-1,0.5185396648421156,0.5011316509108599,0.0022184437657437,0.0174080139312556
2025-04-20,85667.44400846104,1,0.4870092042409414,0.474981546124003,-0.0500157084243566,0.0120276581169383
2025-04-21,87061.8514471019,1,0.5318178007131595,0.5418474187778642,0.0836997995713556,0.0100296180647047
2025-04-22,88456.25888574276,1,0.5190695966773495,0.5198466010296108,0.038356246261083,0.0007770043522612
2025-04-22,89850.66632438362,1,0.5190695966773495,0.5198466010296108,0.038356246261083,0.0007770043522612
2025-04-23,91245.07376302448,1,0.4866144478302264,0.4792415635131443,-0.0418933571217536,0.0073728843170821
2025-04-23,92639.48120166534,1,0.4866144478302264,0.4792415635131443,-0.0418933571217536,0.0073728843170821
2025-04-23,94033.8886403062,1,0.4866144478302264,0.4792415635131443,-0.0418933571217536,0.0073728843170821
2025-04-29,95428.29607894707,1,0.4717798651053089,0.4198030745746327,-0.1610094983526193,0.0519767905306762
2025-05-03,96822.70351758793,1,0.4648805195222982,0.4041765239808316,-0.191758899005941,0.0607039955414666
2025-05-05,95428.29607894707,-1,0.4857774558761865,0.4869698538261366,-0.026194424989626,0.0011923979499501
2025-05-05,94033.8886403062,-1,0.4857774558761865,0.4869698538261366,-0.026194424989626,0.0011923979499501
2025-05-07,95428.29607894707,1,0.4877062860042981,0.4997304450142969,-0.0006818401976519,0.0120241590099987
2025-05-07,96822.70351758793,1,0.4877062860042981,0.4997304450142969,-0.0006818401976519,0.0120241590099987
2025-05-08,98217.11095622879,1,0.4873493006717694,0.5304993915742949,0.0609927914174024,0.0431500909025254
2025-05-08,99611.51839486965,1,0.4873493006717694,0.5304993915742949,0.0609927914174024,0.0431500909025254
2025-05-09,101005.92583351051,1,0.5129145488842684,0.52601120929978,0.0518878894557683,0.0130966604155116
2025-05-09,102400.33327215137,1,0.5129145488842684,0.52601120929978,0.0518878894557683,0.0130966604155116
2025-05-09,103794.74071079223,1,0.5129145488842684,0.52601120929978,0.0518878894557683,0.0130966604155116
2025-05-17,102400.33327215137,-1,0.4460030125395303,0.4742942255191386,-0.051610619158302,0.0282912129796082
2025-05-18,103794.74071079223,1,0.5057770957943194,0.5401407766895124,0.0800838814939189,0.034363680895193
2025-05-20,105189.1481494331,1,0.4914787238184476,0.5210124660978784,0.0419920893616899,0.0295337422794308
2025-05-20,106583.55558807396,1,0.4914787238184476,0.5210124660978784,0.0419920893616899,0.0295337422794308
2025-05-21,107977.96302671482,1,0.5097809467616464,0.5199754886128393,0.039363441542728,0.0101945418511928
2025-05-22,109372.37046535568,1,0.5153018113235682,0.5243249223792179,0.0486346863441335,0.0090231110556496
2025-05-22,110766.77790399654,1,0.5153018113235682,0.5243249223792179,0.0486346863441335,0.0090231110556496
2025-05-24,109372.37046535568,-1,0.5107160501572314,0.524013556218615,0.0471492432414824,0.0132975060613835
2025-05-24,107977.96302671482,-1,0.5107160501572314,0.524013556218615,0.0471492432414824,0.0132975060613835
2025-05-27,109372.37046535568,1,0.4912238198328528,0.4685305980814515,-0.0628327547340397,0.0226932217514012
2025-05-29,107977.96302671482,-1,0.4984243399738167,0.4769121317419886,-0.0463689385880315,0.021512208231828
2025-05-29,106583.55558807396,-1,0.4984243399738167,0.4769121317419886,-0.0463689385880315,0.021512208231828
2025-05-30,105189.1481494331,-1,0.4805679394331656,0.4669562292107357,-0.0659955372008111,0.0136117102224299
2025-06-01,103794.74071079223,-1,0.4887264297120853,0.4779462404580411,-0.0441824832228648,0.0107801892540441
2025-06-03,105189.1481494331,1,0.471675210810872,0.4721311081990124,-0.0557393681379421,0.0004558973881403
2025-06-06,103794.74071079223,-1,0.5058422257630769,0.4831857788119219,-0.0333264605619602,0.022656446951155
2025-06-08,105189.1481494331,1,0.5104404572738068,0.5419032561911371,0.0838440586023987,0.0314627989173302
2025-06-09,106583.55558807396,1,0.4910442326802228,0.5321724190889816,0.0636979211259855,0.0411281864087588
2025-06-09,107977.96302671482,1,0.4910442326802228,0.5321724190889816,0.0636979211259855,0.0411281864087588
2025-06-10,109372.37046535568,1,0.4819828728582749,0.4692662405683898,-0.0616944328363178,0.012716632289885
2025-06-13,107977.96302671482,-1,0.5010566563296585,0.4888755206370077,-0.0226655735110827,0.0121811356926507
2025-06-13,106583.55558807396,-1,0.5010566563296585,0.4888755206370077,-0.0226655735110827,0.0121811356926507
2025-06-13,105189.1481494331,-1,0.5010566563296585,0.4888755206370077,-0.0226655735110827,0.0121811356926507
2025-06-13,103794.74071079223,-1,0.5010566563296585,0.4888755206370077,-0.0226655735110827,0.0121811356926507
2025-06-15,105189.1481494331,1,0.4926628100779157,0.4686059316799709,-0.0629884984220716,0.0240568783979447
2025-06-16,106583.55558807396,1,0.5009067947468725,0.4987124477702849,-0.0025442492331161,0.0021943469765876
2025-06-16,107977.96302671482,1,0.5009067947468725,0.4987124477702849,-0.0025442492331161,0.0021943469765876
2025-06-17,106583.55558807396,-1,0.5196257866618677,0.4526218375770226,-0.0952083850571383,0.067003949084845
2025-06-18,105189.1481494331,-1,0.5155848761738899,0.4765258902568363,-0.0469632055498206,0.0390589859170536
2025-06-18,103794.74071079223,-1,0.5155848761738899,0.4765258902568363,-0.0469632055498206,0.0390589859170536
2025-06-22,102400.33327215137,-1,0.4959167665922911,0.4571471126019424,-0.0856576998076092,0.0387696539903487
2025-06-22,101005.92583351051,-1,0.4959167665922911,0.4571471126019424,-0.0856576998076092,0.0387696539903487
2025-06-24,102400.33327215137,1,0.4854115429020733,0.4675438042694634,-0.0651836048698084,0.0178677386326098
2025-06-24,103794.74071079223,1,0.4854115429020733,0.4675438042694634,-0.0651836048698084,0.0178677386326098
2025-06-24,105189.1481494331,1,0.4854115429020733,0.4675438042694634,-0.0651836048698084,0.0178677386326098
2025-06-24,106583.55558807396,1,0.4854115429020733,0.4675438042694634,-0.0651836048698084,0.0178677386326098
2025-06-26,107977.96302671482,1,0.4716311319599868,0.4713267917335469,-0.0574176834417983,0.0003043402264398
2025-06-28,106583.55558807396,-1,0.4730317386213177,0.4614472942844676,-0.0771849320141977,0.0115844443368501
2025-06-30,107977.96302671482,1,0.4900802656915621,0.444089262670001,-0.1118872600125437,0.045991003021561
2025-07-06,109372.37046535568,1,0.5326307446098213,0.4977366488455133,-0.0044805708536515,0.0348940957643079
2025-07-10,110766.77790399654,1,0.485606056615134,0.5185912114463489,0.0368445792082028,0.0329851548312148
2025-07-10,112161.1853426374,1,0.485606056615134,0.5185912114463489,0.0368445792082028,0.0329851548312148
2025-07-11,113555.59278127826,1,0.471160084936225,0.483093864465051,-0.0335346243380202,0.011933779528826
2025-07-11,114950.00021991912,1,0.471160084936225,0.483093864465051,-0.0335346243380202,0.011933779528826
2025-07-11,116344.40765855998,1,0.471160084936225,0.483093864465051,-0.0335346243380202,0.011933779528826
2025-07-11,117738.81509720084,1,0.471160084936225,0.483093864465051,-0.0335346243380202,0.011933779528826
2025-07-13,119133.2225358417,1,0.4940788943472119,0.4990954491860732,-0.0018683614124002,0.0050165548388612
2025-07-14,120527.62997448257,1,0.4911591451996291,0.5168595398170985,0.0340973530829054,0.0257003946174693
2025-07-15,119133.2225358417,-1,0.5213258933287503,0.4893347692486528,-0.0213580119803653,0.0319911240800975
2025-07-16,117738.81509720084,-1,0.5037164171425631,0.4903677561093781,-0.0192472212986077,0.0133486610331849
2025-07-18,119133.2225358417,1,0.488391707506962,0.4493545853923692,-0.101477522330107,0.0390371221145927
2025-07-20,117738.81509720084,-1,0.5013660821753351,0.5078653926675638,0.0154084413865823,0.0064993104922287
2025-07-24,119133.2225358417,1,0.4812622061222185,0.4839995539428435,-0.0318475409334509,0.002737347820625
2025-07-25,117738.81509720084,-1,0.5156450170685377,0.4437899693011828,-0.1125022756100981,0.0718550477673548
2025-08-01,116344.40765855998,-1,0.4990952524124399,0.469205480494625,-0.061773731178707,0.0298897719178148
2025-08-02,114950.00021991912,-1,0.4805454459822488,0.4398140989621512,-0.1205594229074572,0.0407313470200975
2025-08-02,113555.59278127826,-1,0.4805454459822488,0.4398140989621512,-0.1205594229074572,0.0407313470200975
2025-08-06,114950.00021991912,1,0.4730333086602517,0.4992655298309845,-0.001706583196966,0.0262322211707328
2025-08-07,116344.40765855998,1,0.4979493845993664,0.5203660289534963,0.0407550861275536,0.0224166443541298
2025-08-10,117738.81509720084,1,0.5007045551160628,0.5601954758339247,0.1203747209601532,0.0594909207178618
2025-08-10,119133.2225358417,1,0.5007045551160628,0.5601954758339247,0.1203747209601532,0.0594909207178618
2025-08-11,120527.62997448257,1,0.4947921833891425,0.4997917419313436,-0.0002821497576869,0.0049995585422011
2025-08-15,119133.2225358417,-1,0.4714713148390199,0.4508555794206672,-0.0983976546119413,0.0206157354183526
2025-08-15,117738.81509720084,-1,0.4714713148390199,0.4508555794206672,-0.0983976546119413,0.0206157354183526
2025-08-18,116344.40765855998,-1,0.4442270222455981,0.4309586664877857,-0.1380894031829886,0.0132683557578123
2025-08-19,114950.00021991912,-1,0.4860032049275913,0.4765561031993076,-0.0468654644075371,0.0094471017282837
2025-08-19,113555.59278127826,-1,0.4860032049275913,0.4765561031993076,-0.0468654644075371,0.0094471017282837
2025-08-23,114950.00021991912,1,0.4656863530885777,0.4487029977881821,-0.1026237570199197,0.0169833553003955
2025-08-25,113555.59278127826,-1,0.5024205031051694,0.4525507078928694,-0.0956061670550652,0.0498697952123
2025-08-25,112161.1853426374,-1,0.5024205031051694,0.4525507078928694,-0.0956061670550652,0.0498697952123
2025-08-26,110766.77790399654,-1,0.5166936686782062,0.5347932135376481,0.0690653623558942,0.0180995448594418
2025-08-30,109372.37046535568,-1,0.4994472162376687,0.5414627260849975,0.0827354941733129,0.0420155098473287
2025-08-31,107977.96302671482,-1,0.4972534689269174,0.4820736233613694,-0.0360708387490819,0.015179845565548
